FileName,ItemTitle
uclalsc_uars100_1136_003,Group portrait of pageant participants in front of building on Vermont Ave campus
uclalsc_uars100_1136_004,"Dancers in pageant costumes pose, 1930"
uclalsc_uars100_1136_005,Pageant performers pose with ribbons 
uclalsc_uars100_1136_006,Pageant performers pose in a line
uclalsc_uars100_1136_007,Pageant performer poses alone
uclalsc_uars100_1136_008,Group portrait of pageant participants in front of building on Vermont Ave campus
uclalsc_uars100_1136_009,Line of pageant dancers pose in a line on Vermont Ave campus
uclalsc_uars100_1136_010,Pageant performers practice on lawn of Vermont Ave campus
uclalsc_uars100_1137_002,View of Science Hall on Vermont Ave campus
uclalsc_uars100_1137_003,Contact print of front view of Science Hall on Vermont Ave campus
uclalsc_uars100_1137_004,Side view from nearby building of Science Hall on Vermont Ave campus
uclalsc_uars100_1137_006,Postcard depicting Science Hall on Vermont Ave campus
uclalsc_uars100_1137_007,Looking towards Science Hall and Women's Gym across the quad on Vermont Ave campus
uclalsc_uars100_1137_008,Postcard featuring Training School on Vermont Ave campus
uclalsc_uars100_1137_009,Postcard depicting view of Science Hall and Women's Gym from across the street of the Vermont Ave campus
uclalsc_uars100_1137_010,View of Science Hall on Vermont Ave campus
uclalsc_uars100_1137_011,Looking towards Science Hall across the quad of the Vermont Ave campus
uclalsc_uars100_1137_012,Postcard featuring view of Science Hall and Girls' Gymnasium from across the quad of the Vermont Ave campus
uclalsc_uars100_1137_013,View of Science Hall on Vermont Ave campus
uclalsc_uars100_1137_014,View of Science Hall entrance on Vermont Ave campus
uclalsc_uars100_1137_015,View of Science Hall and Home Economics building on Vermont Ave campus
uclalsc_uars100_1138_001,View of Student Body Store through arch of nearby building
uclalsc_uars100_1138_002,View of Student Body Store on Vermont Ave campus
uclalsc_uars100_1139_001,"Ralph Alexander, Ray Brown, and Al Knox in the Students' Cooperative Store on Vermont Ave campus, 1923"
uclalsc_uars100_1140_001,"Students mingling on Vermont Ave campus, ca. 1925"
uclalsc_uars100_1140_002,Group of students holding fellow student near bus stop on Vermont Ave campus
uclalsc_uars100_1140_003,"Group portrait of Womens' Physical Education class, ca. 1920"
uclalsc_uars100_1140_004,"Two men shaking hands on Vermont Ave campus, ca. 1920"
uclalsc_uars100_1140_005,"Students in English class sitting on the grass under the trees in Sophomore Grove, November 1923"
uclalsc_uars100_1140_006,"Students lined up to present cheers for Regents on the Vermont Ave campus quad, ca. 1925"
uclalsc_uars100_1141_001,View of tennis courts on Vermont Ave campus
uclalsc_uars100_1142_001,"Unidentified student dressed and posing as Agamemnon, 1923"
uclalsc_uars100_1142_002,Theatrical advertisement for Ajax of Sophocles in Millspaugh Auditorium on Vermont Ave campus
uclalsc_uars100_1145_001,UCLA Victory Bell on wheels which goes to winner of football game between UCLA and USC
uclalsc_uars100_1146_001,"Portrait of Volleyball player, Kent Smith"
uclalsc_uars100_1146_002,"Portrait of Volleyball player, Mark Anderson"
uclalsc_uars100_1146_003,"Group portrait of Men's Volleyball team, ca. 1980"
uclalsc_uars100_1146_005,Men's volleyball team posing with coach 
uclalsc_uars100_1146_006,"UCLA Men's Volleyball Team with coach, 1982"
uclalsc_uars100_1146_007,Action shot of volleyball player about to hit the ball
uclalsc_uars100_1146_008,UCLA Volleyball players setting up a shot during a game
uclalsc_uars100_1146_009,"UCLA quick hitter, Dave Mockalski mid-jump during volleyball game"
uclalsc_uars100_1146_010,"UCLA volleyball player, Karch Kiraly reaching for ball during game"
uclalsc_uars100_1146_011,UCLA volleyball players setting up a shot during a game
uclalsc_uars100_1146_012,UCLA volleyball player about to spike the ball during a game
uclalsc_uars100_1146_014,UCLA volleyball team in action during game
uclalsc_uars100_1146_016,UCLA volleyball team player mid shot during game 
uclalsc_uars100_1146_018,UCLA volleyball team player setting shot during game
uclalsc_uars100_1146_019,UCLA volleyball team in action during game
uclalsc_uars100_1146_022,UCLA volleyball team player spiking the ball during a game
uclalsc_uars100_1146_023,UCLA volleyball team player about to spike the ball during a game
uclalsc_uars100_1146_025,UCLA volleyball team player about to spike the ball during a game
uclalsc_uars100_1146_027,UCLA volleyball team player about to spike the ball during a game
uclalsc_uars100_1146_028,UCLA volleyball team in action during game
uclalsc_uars100_1146_029,Close up of UCLA volleyball team player about to hit the ball
uclalsc_uars100_1146_031,UCLA volleyball team player mid jump during game
uclalsc_uars100_1146_032,"Close up of UCLA volleyball team player about to hit the ball, Dave Saunders"
uclalsc_uars100_1146_034,UCLA volleyball team player mid shot during game 
uclalsc_uars100_1146_035,Group portrait of UCLA Men's Volleyball Team and Coaching staff
uclalsc_uars100_1146_040,"Group portrait of UCLA Men's Volleyball Team and Coaching staff, 1982"
uclalsc_uars100_1146_041,UCLA volleyball player spiking the ball over the net at a game
uclalsc_uars100_1146_043,UCLA volleyball player about to spike the ball during a game
uclalsc_uars100_1146_045,UCLA volleyball player spiking the ball over the net at a game
uclalsc_uars100_1146_046,"Contact sheet of volleyball team member portraits, 1978"
uclalsc_uars100_1146_047,"Contact sheet of volleyball team in practice, 1978"
uclalsc_uars100_1146_048,"Contact sheet row of volleyball team player diving for the ball, 1978"
uclalsc_uars100_1146_049,Partial contact sheet of volleyball team portraits
uclalsc_uars100_1146_050,"Contact sheet of volleyball game, April 1979"
uclalsc_uars100_1146_051,"Contact sheet of volleyball game, April 1979"
uclalsc_uars100_1146_052,"Contact sheet of volleyball game, April 1979"
uclalsc_uars100_1146_053,"Contact sheet of volleyball game, April 1979"
uclalsc_uars100_1146_054,"Contact sheet of volleyball team headshots and group shots, 1979"
uclalsc_uars100_1146_055,"Contact sheet of NCAA volleyball game, May 1979"
uclalsc_uars100_1146_056,"Contact sheet of NCAA volleyball game, May 1979"
uclalsc_uars100_1146_057,"Contact sheet of NCAA volleyball game, May 1979"
uclalsc_uars100_1146_058,"Contact sheet of NCAA volleyball game, May 1979"
uclalsc_uars100_1146_059,"Contact sheet of NCAA volleyball game, May 1979"
uclalsc_uars100_1146_060,"Contact sheet of NCAA volleyball game, May 1979"
uclalsc_uars100_1146_061,"Contact sheet of NCAA volleyball game, May 1979"
uclalsc_uars100_1146_062,"Contact sheet of NCAA volleyball game, May 1979"
uclalsc_uars100_1146_063,"Contact sheet of volleyball team headshots and group shots, January 1979"
uclalsc_uars100_1146_064,"Contact sheet of volleyball team headshots and group shots, November 1979"
uclalsc_uars100_1146_066,Action shot of volleyball team during a game
uclalsc_uars100_1146_067,Close up shot of UCLA volleyball player hitting the ball during a game
uclalsc_uars100_1146_068,UCLA volleyball team player spiking the ball during a game
uclalsc_uars100_1146_069,UCLA volleyball team player spiking the ball during a game
uclalsc_uars100_1146_070,UCLA volleyball team player spiking the ball during a game
uclalsc_uars100_1146_072,"#11 spikes ball off John Zajec (L), who comes out of nowhere"
uclalsc_uars100_1146_073,UCLA volleyball player diving for ball during game
uclalsc_uars100_1146_074,"Two-time UCLA letterman Dave Olbright(24) sets up by Singin Smith, another two-time letterman in a 1978 early-season volleyball match. "
uclalsc_uars100_1146_076,UCLA Volleyball team portrait
uclalsc_uars100_1146_077,UCLA Volleyball team portrait
uclalsc_uars100_1146_078,Two UCLA volleyball players reaching for the ball during a game
uclalsc_uars100_1146_079,UCLA volleyball player setting the ball during a game
uclalsc_uars100_1146_080,"UCLA Senior Dave Olbright(24) sets up a spike by Singin Smith, the junior Bruin spiker from Los Angeles, in an early-season 1978 Bruin volleyball match."
uclalsc_uars100_1146_081,Two UCLA volleyball players reaching for the ball during a game
uclalsc_uars100_1146_082,UCLA volleyball player spiking the ball over the net at a game
uclalsc_uars100_1146_083,UCLA volleyball team celebrating victory after a game
uclalsc_uars100_1146_084,UCLA volleyball player about to spike the ball during a game
uclalsc_uars100_1146_085,Two UCLA volleyball players attempting to block the ball during a game
uclalsc_uars100_1146_086,Close up of UCLA volleyball player spiking the ball over the net during a game
uclalsc_uars100_1146_088,UCLA's Steve Salmons (29) and K.C. Keller (20) go up for a block during a 1978 early-season Bruin volleyball match. 
uclalsc_uars100_1146_089,UCLA's Steve Salmons (29) and K.C. Keller (20) go up for a block during a 1978 early-season Bruin volleyball match. 
uclalsc_uars100_1146_090,Three UCLA volleyball players attempting to block the ball in front of the net during a game
uclalsc_uars100_1146_091,UCLA volleyball team celebrating victory after a game
uclalsc_uars100_1146_093,UCLA volleyball player about to serve the ball during a game
uclalsc_uars100_1146_094,"UCLA Senior Doug Rabe(31) makes a pass, with Greg Giovanazzi backing him up) during a 1978 early-season Bruin volleyball match."
uclalsc_uars100_1146_095,UCLA volleyball player spiking the ball over the net at a game
uclalsc_uars100_1146_096,UCLA volleyball player spiking the ball over the net at a game
uclalsc_uars100_1146_097,UCLA volleyball player after spiking the ball over the net during a game
uclalsc_uars100_1146_100,UCLA volleyball team celebrating victory after a game
uclalsc_uars100_1146_101,Two UCLA volleyball players attempting to block the ball during a game
uclalsc_uars100_1146_102,UCLA volleyball player spiking the ball over the net during a game
uclalsc_uars100_1147_001,"UCLA volleyball player spiking the ball over the net at a game, 1983"
uclalsc_uars100_1147_002,"UCLA volleyball player spiking the ball over the net at a game, 1983"
uclalsc_uars100_1147_003,Group portrait of UCLA Football team and coaching staff
uclalsc_uars100_1147_004,"UCLA volleyball player setting the ball during a game, 1983"
uclalsc_uars100_1147_005,"UCLA volleyball player jumping to block a shot during a game, 1983"
uclalsc_uars100_1147_006,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1147_007,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1147_008,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1147_009,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1147_010,"UCLA volleyball player about to spike the ball during a game, 1983"
uclalsc_uars100_1147_011,"UCLA volleyball player about to spike the ball during a game, 1983"
uclalsc_uars100_1147_012,UCLA volleyball player after spiking the ball over the net during a game
uclalsc_uars100_1147_013,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1147_014,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1147_015,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1147_016,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1147_017,"UCLA volleyball player setting the ball during a game, 1983"
uclalsc_uars100_1147_018,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1147_019,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1147_020,"UCLA volleyball player reaching for the ball during a game, 1983"
uclalsc_uars100_1147_021,"Two UCLA volleyball players setting upa shot during a game, 1983"
uclalsc_uars100_1147_022,"Two UCLA volleyball players setting upa shot during a game, 1983"
uclalsc_uars100_1147_023,"Two UCLA volleyball players reaching for the ball during a game, 1983"
uclalsc_uars100_1147_024,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1147_025,"UCLA volleyball player hitting the ball over the net during a game, 1983"
uclalsc_uars100_1147_026,"UCLA volleyball player hitting the ball over the net during a game, 1983"
uclalsc_uars100_1147_027,"UCLA volleyball player hitting the ball over the net during a game, 1983"
uclalsc_uars100_1147_028,"UCLA volleyball player trying to hit the ball over the net during a game, 1983"
uclalsc_uars100_1147_029,"UCLA volleyball player setting the ball during a game, 1983"
uclalsc_uars100_1147_030,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1147_031,"UCLA volleyball player preparing to spike the ball over the net during a game, 1983"
uclalsc_uars100_1147_032,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1147_033,"UCLA volleyball player spiking the ball over the net at a game, 1983"
uclalsc_uars100_1147_034,"UCLA volleyball player spiking the ball over the net at a game, 1983"
uclalsc_uars100_1147_035,Looking at volleyball game in progress from the stands
uclalsc_uars100_1147_036,Looking at volleyball game in progress from the stands
uclalsc_uars100_1147_037,"UCLA volleyball player about to spike the ball during a game, 1983"
uclalsc_uars100_1147_038,UCLA volleyball player spiking the ball over the net during a game
uclalsc_uars100_1147_040,UCLA volleyball player setting the ball during a game
uclalsc_uars100_1147_041,Two UCLA volleyball players reaching for the ball during a game
uclalsc_uars100_1147_042,Two UCLA volleyball players celebrating during a game
uclalsc_uars100_1147_044,UCLA volleyball player about to hit the ball during a game
uclalsc_uars100_1147_048,Two UCLA volleyball players reaching for the ball with member of opposing team attempting to block during a game
uclalsc_uars100_1147_052,Coach talking to two UCLA volleyball players in the sidelines
uclalsc_uars100_1147_053,UCLA volleyball player setting the ball for teammate during a game
uclalsc_uars100_1147_054,UCLA volleyball player setting the ball for teammate during a game
uclalsc_uars100_1147_055,UCLA volleyball team celebrating victory after a game
uclalsc_uars100_1147_058,"Contact sheet of volleyball game, no date"
uclalsc_uars100_1147_059,UCLA volleyball player spiking the ball over the net at a game
uclalsc_uars100_1147_060,UCLA volleyball player reaching over to hit the ball during a game
uclalsc_uars100_1147_062,UCLA volleyball player setting the ball for teammate during a game
uclalsc_uars100_1147_064,UCLA volleyball player hitting the ball as teammates look on during a game
uclalsc_uars100_1147_068,UCLA volleyball player reaching for ball during a game
uclalsc_uars100_1147_070,UCLA volleyball player hitting the ball as teammates look on during a game
uclalsc_uars100_1147_074,UCLA volleyball player about to spike the ball over the net during a game
uclalsc_uars100_1147_076,UCLA volleyball player hitting the ball during the game
uclalsc_uars100_1147_078,UCLA volleyball player spiking the ball over the net during a game with members of opposing team attempting to block during a game
uclalsc_uars100_1147_080,UCLA volleyball team posing along the sidelines of the court
uclalsc_uars100_1147_081,UCLA volleyball player hitting the ball during a game 
uclalsc_uars100_1147_083,Two UCLA volleyball players diving for the ball during a game
uclalsc_uars100_1147_084,UCLA volleyball player spiking the ball over the net during a game with members of opposing team attempting to block during a game
uclalsc_uars100_1148_001,Coach Al Scates talking to two UCLA volleyball players in the sidelines
uclalsc_uars100_1148_003,Close up of Coach Al Scates during a UCLA volleyball team huddle
uclalsc_uars100_1149_001,Volleyball player spiking the ball over the net during Intramural game
uclalsc_uars100_1149_002,View of various Intramural volleyball games set up in a row
uclalsc_uars100_1149_003,Volleyball player hitting the ball during an intramural volleyball game
uclalsc_uars100_1149_004,Volleyball player reaching for the ball during an intramural volleyball game
uclalsc_uars100_1149_005,Volleyball player spiking the ball over the net during Intramural game
uclalsc_uars100_1150_001,Portrait of UCLA volleyball player
uclalsc_uars100_1150_002,Team portrait of UCLA's 1979 NCAA championship volleyball team
uclalsc_uars100_1150_003,Team portrait of UCLA's 1975 NCAA championship volleyball team
uclalsc_uars100_1151_001,"UCLA volleyball player reaching for the ball during a game, 1983"
uclalsc_uars100_1151_002,"UCLA volleyball player reaching for the ball during a game, 1983"
uclalsc_uars100_1151_003,"UCLA volleyball player reaching for the ball during a game, 1983"
uclalsc_uars100_1151_004,"UCLA volleyball player about to spike the ball during a game, 1983"
uclalsc_uars100_1151_005,"UCLA volleyball player spiking the ball over the net at a game, 1983"
uclalsc_uars100_1151_006,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_007,"UCLA volleyball player after spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_008,"UCLA volleyball player after spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_009,"UCLA volleyball player spiking the ball over the net at a game with two opposing teammembers attempting to block, 1983"
uclalsc_uars100_1151_010,"UCLA volleyball player after spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_011,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_012,"UCLA volleyball player after spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_013,"View of volleyball court during a game from the stands, 1983"
uclalsc_uars100_1151_014,"UCLA volleyball player about to spike the ball over the net during a game, 1983"
uclalsc_uars100_1151_015,"UCLA volleyball player about to hit the ball during a game, 1983"
uclalsc_uars100_1151_016,"UCLA volleyball player watching for the ball during a game, 1983"
uclalsc_uars100_1151_017,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_018,"UCLA volleyball player blocking a shot during a game, 1983"
uclalsc_uars100_1151_019,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_020,"ULA volleyball player setting the ball surrounded by teammates during a game, 1983"
uclalsc_uars100_1151_021,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_022,"Close up of UCLA volleyball player hitting the ball near the net during a game, 1983"
uclalsc_uars100_1151_023,"UCLA volleyball player hitting the ball over the net with opposing teammembers attempting to block during a game, 1983"
uclalsc_uars100_1151_024,"UCLA volleyball player diving for the ball during a game, 1983"
uclalsc_uars100_1151_025,"UCLA volleyball player hitting the ball over the net with opposing teammembers attempting to block during a game, 1983"
uclalsc_uars100_1151_026,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_027,"UCLA volleyball player hitting the ball surrounded by teammates during game, 1983"
uclalsc_uars100_1151_028,"UCLA volleyball player spiking the ball over the net during a game with members of opposing team attempting to block, 1983"
uclalsc_uars100_1151_029,"UCLA volleyball player hitting the ball over the net with opposing teammembers attempting to block during a game, 1983"
uclalsc_uars100_1151_030,"Looking at UCLA v Pepperdine volleyball game in progress from the stands, 1983"
uclalsc_uars100_1151_031,"Looking at UCLA v Pepperdine volleyball game in progress from the stands, 1983"
uclalsc_uars100_1151_032,"Looking at UCLA v Pepperdine volleyball game in progress from the stands, 1983"
uclalsc_uars100_1151_033,"UCLA volleyball player hitting the ball over the net with opposing teammembers attempting to block during a game, 1983"
uclalsc_uars100_1151_034,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_035,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_036,"UCLA volleyball player reaching for the ball during a game, 1983"
uclalsc_uars100_1151_037,"UCLA volleyball player about to hit the ball during a game as opposing teammembers attempt to block, 1983"
uclalsc_uars100_1151_038,"UCLA volleyball player setting the ball during a game, 1983"
uclalsc_uars100_1151_039,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_040,"UCLA volleyball player hitting the ball over the net during a game, 1983"
uclalsc_uars100_1151_041,"UCLA volleyball player hitting the ball over the net with opposing teammembers attempting to block during a game, 1983"
uclalsc_uars100_1151_042,"UCLA volleyball player about to hit the ball during a game as opposing teammember attempt to block, 1983"
uclalsc_uars100_1151_043,"UCLA volleyball player about to hit the ball during a game as opposing teammember attempt to block, 1983"
uclalsc_uars100_1151_044,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_045,"UCLA volleyball players after spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_046,"UCLA volleyball player spiking the ball over the net during a game with members of opposing team attempting to block, 1983"
uclalsc_uars100_1151_047,"UCLA volleyball players hitting the ball during a game, 1983"
uclalsc_uars100_1151_048,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_049,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_050,"Two UCLA volleyball players celebrating during a game, 1983"
uclalsc_uars100_1151_051,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_052,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_053,"UCLA volleyball player hitting the ball over the net with opposing teammembers attempting to block during a game, 1983"
uclalsc_uars100_1151_054,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_055,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_056,"UCLA volleyball player setting the ball during a game, 1983"
uclalsc_uars100_1151_057,"UCLA volleyball player spiking the ball over the net while opposing teammember attempts to block, 1983"
uclalsc_uars100_1151_058,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_059,"UCLA volleyball player spiking the ball over the net at a game, 1983"
uclalsc_uars100_1151_060,"UCLA volleyball player hitting the ball surrounded by teammates during game, 1983"
uclalsc_uars100_1151_061,"UCLA volleyball player hitting the ball surrounded by teammates during game, 1983"
uclalsc_uars100_1151_062,"UCLA volleyball player hitting the ball surrounded by teammates during game, 1983"
uclalsc_uars100_1151_063,"UCLA volleyball player hitting the ball over the net during a game, 1983"
uclalsc_uars100_1151_064,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_065,"UCLA volleyball player hitting the ball over the net with opposing teammembers attempting to block during a game, 1983"
uclalsc_uars100_1151_066,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_067,"UCLA volleyball player hitting the ball over the net with opposing teammembers attempting to block during a game, 1983"
uclalsc_uars100_1151_068,"UCLA volleyball player after hitting the ball during a game, 1983"
uclalsc_uars100_1151_069,"UCLA volleyball player hitting the ball during a game, 1983"
uclalsc_uars100_1151_070,"Two UCLA volleyball players attempting to hit the ball over the net during a game, 1983"
uclalsc_uars100_1151_071,"UCLA volleyball player setting the ball during a game, 1983"
uclalsc_uars100_1151_072,"UCLA volleyball team speaking to each other during a game, 1983"
uclalsc_uars100_1151_073,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1151_074,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_075,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_076,"UCLA volleyball player spiking the ball over the net during a game, 1983"
uclalsc_uars100_1151_077,"UCLA volleyball player spiking the ball over the net during a game with members of opposing team attempting to block, 1983"
uclalsc_uars100_1151_078,"UCLA volleyball player setting the ball for teammate during a game, 1983"
uclalsc_uars100_1152_001,"David Olbright, UCLA volleyball player, setting the ball for Peter Ashley to spike"
uclalsc_uars100_1153_001,"Portrait of UCLA freshman setter, Carl Brittain"
uclalsc_uars100_1154_001,UCLA's Dave Brown moves in on a serve as he and his Bruin team mates played in a 1978 early-season volleyball match
uclalsc_uars100_1154_003,"Portrait of UCLA volleyball player, Dave Brown, 1978"
uclalsc_uars100_1155_001,"Portrait of UCLA Assistant Volleyball Coach Denny Cline, 1978"
uclalsc_uars100_1155_002,Captain Denny Cline spikes a quick set from Peter Ashley
uclalsc_uars100_1156_001,"Portrait of UCLA volleyball player Gary Consintino, 1978"
uclalsc_uars100_1157_001,"UCLA volleyball player, Ron Coon"
uclalsc_uars100_1158_001,"UCLA volleyball player Peter Ehrman, 1978"
uclalsc_uars100_1159_001,"UCLA volleyball player, Scott Ford, 1978"
uclalsc_uars100_1160_001,"UCLA volleyball player Greg Giovanazzi, 1978"
uclalsc_uars100_1161_001,"UCLA volleyball player, David Olbright setting the ball for hitter, Mike Gottschal"
uclalsc_uars100_1161_003,"UCLA volleyball player, Mike Gottschal, spiking the ball over the net during a game"
uclalsc_uars100_1161_004,"UCLA volleyball player, Mike Gottschal powers the ball through a CSULB blocker"
uclalsc_uars100_1161_006,"UCLA volleyball player, Mike Gottschal powers the spike over CSULB's block"
uclalsc_uars100_1162_002,"Portrait of UCLA volleyball player, John Gruber, 1978"
uclalsc_uars100_1163_001,"Porrait of Volleyball player, K.C. Keller, 1978"
uclalsc_uars100_1163_002,"UCLA volleyball player K.C. Keller, serves one up during one of UCLA's early-season 1978 matches."
uclalsc_uars100_1164_001,"Portrait of Joe Mica, ca. 1978"
uclalsc_uars100_1164_003,"UCLA Volleyball player, Joe Mica, drives a hard crosscourt spike by CSULB player"
uclalsc_uars100_1164_006,"UCLA Volleyball player, Joe Mica, during match"
uclalsc_uars100_1164_008,"UCLA Volleyball player, Joe Mica, during match"
uclalsc_uars100_1165_001,"UCLA Volleyball player, David Olbright, spikes past a CSULB blocker"
uclalsc_uars100_1166_003,"Action shot of UCLA Volleyball team: Eddie Machado, Micke McCann, George Conkey, Steve Freitzen, and Dale Eicks"
uclalsc_uars100_1166_005,UCLA Volleyball player Chris Lee backing up George Conkey as he passes
uclalsc_uars100_1166_010,UCLA Volleyball player Chris Lee backing up George Conkey as he passes
uclalsc_uars100_1166_015,"UCLA Volleyball players, George Conkey setting and Mike Allio hitting"
uclalsc_uars100_1167_001,"UCLA Volleyball player, Doug Rabe, during a match"
uclalsc_uars100_1167_002,"UCLA Volleyball player, Doug Rabe, hitting ball"
uclalsc_uars100_1167_003,"UCLA Volleyball players, Doug Rabe and Fred Sturm blocking"
uclalsc_uars100_1167_004,"UCLA Volleyball players, Doug Rabe makes a pass with Greg Giovanazzi backing him up during a 1978 early-season Bruin volleyball match"
uclalsc_uars100_1167_005,"UCLA Volleyball player, Doug Rabe, drives the spike inside the CSULB block. "
uclalsc_uars100_1167_006,"UCLA Volleyball players, Doug Rabe and Fred Sturm blocking against CSULB"
uclalsc_uars100_1168_001,"Portrait of Scott Rolles, ca. 1978"
uclalsc_uars100_1169_001,Portrait of Steve Salmons
uclalsc_uars100_1169_002,"UCLA Volleyball player, Steve Salmons, during match"
uclalsc_uars100_1169_003,UCLA Volleyball player Steve Salmons spikes one in the 1979 Championship at UCLA 
uclalsc_uars100_1170_001,"UCLA Volleyball player, Dave Saunders, hitting ball"
uclalsc_uars100_1171_002,"Portrait of Mark Slevcove, ca. 1978"
uclalsc_uars100_1172_001,"UCLA Volleyball players, Singin Smith sets up a spike for Doug Rabe in a 1978 early-season volleyball match"
uclalsc_uars100_1173_002,Portrait of Kevin Taguchi
uclalsc_uars100_1174_002,"Portrait of Mike Timmons, ca. 1978"
uclalsc_uars100_1175_001,UCLA's 1974 NCAA championship volleyball team
uclalsc_uars100_1175_002,"UCLA Volleyball Team: Chris Irvin, Mike Normand, Ken Freeman, Mike Franklin, Ron Coon and Bob Leonard, Head Coach Al Scates, Jeff Jacobs, Jim Menges, Tom Chamales, John Herren, John Bekins, Fred Sturm, Manager Dan Freeman and Assistant Coach Andy Banachowski, ca. 1975."
uclalsc_uars100_1175_003,UCLA Volleyball Team during match
uclalsc_uars100_1175_004,UCLA Volleyball Team during match
uclalsc_uars100_1175_005,UCLA's 1972 NCAA championship volleyball team
uclalsc_uars100_1175_006,"NCAA volleyball team, May 9, 1980"
uclalsc_uars100_1175_007,1982 UCLA Volleyball team
uclalsc_uars100_1175_008,Portrait of UCLA Volleyball team
uclalsc_uars100_1175_009,"UCLA Volleyball player, Dick Irvine, holding 1972 NCAA championship award with Walter Versen and Al Scates"
uclalsc_uars100_1175_010,"Photo of Salmons, Kiraly, Scates, Ehrman, Amon, and Gulnal"
uclalsc_uars100_1175_011,Coach Al Scates talking with volleyball players
uclalsc_uars100_1175_012,"1972 NCAA Volleyball All-Tournament Team: David DeGroot, Randy Stevenson, Rick Niami, Dick Irvin, John Zajec and Wayne Gracey."
uclalsc_uars100_1175_013,"1972 NCAA Volleyball Championship: Ken Freeman, Bob Thomson, Larry Griebenow, Ron Coon, Bob Leonard, Head Coach Al Scates, Fred Sturm, John Zajec, Dick Irvin, Jim Menges, Jeff Jacobs and Assistant Coach Andy Banachowski."
uclalsc_uars100_1175_014,Portrait of UCLA Volleyball team
uclalsc_uars100_1175_015,Portrait of UCLA Volleyball team
uclalsc_uars100_1175_016,Portrait of 1972 NCAA championship volleyball team
uclalsc_uars100_1175_017,"Contact sheet of volleyball team, April 7, 1976"
uclalsc_uars100_1175_018,Portrait of 1970 NCAA championship volleyball team
uclalsc_uars100_1175_019,Portrait of 1971 NCAA championship volleyball team
uclalsc_uars100_1175_020,Portrait of 1976 NCAA championship volleyball team
uclalsc_uars100_1175_021,Portrait of 1981 NCAA championship volleyball team
uclalsc_uars100_1175_022,Portrait of 1982 NCAA championship volleyball team
uclalsc_uars100_1175_023,Portrait of 1983 NCAA championship volleyball team
uclalsc_uars100_1175_024,Portrait of 1984 NCAA championship volleyball team
uclalsc_uars100_1175_025,Portrait of 1984 NCAA championship women's volleyball team
uclalsc_uars100_1175_026,Collage of USA Men's Volleyball Team during the 1984 Summer Olympics
uclalsc_uars100_1176_001,UCLA women's volleyball players Michelle Boyette and Marja Connolly
